Latitude,Longitude,Country
59.97609,10.61241,Norway
60.32424,6.6460300000000005,Norway
60.4967,12.26933,Norway
59.80526999999999,8.46531,Norway
59.80044,10.24746,Norway
60.51856,10.274980000000001,Norway
59.982890000000005,9.89593,Norway
59.08693,9.52347,Norway
59.264630000000004,8.123,Norway
59.23346,6.09583,Norway
58.00476,7.81562,Norway
59.412819999999996,6.08839,Norway
57.996669999999995,7.13916,Norway
58.00116,7.477339999999999,Norway
59.76282,6.0,Norway
58.007459999999995,8.153960000000001,Norway
59.25329,10.928889999999999,Norway
59.045669999999994,6.0,Norway
59.26651999999999,8.47378,Norway
59.08693,8.47653,Norway
59.0541,6.1031699999999995,Norway
59.06816,6.7326,Norway
59.08786,9.174489999999999,Norway
59.261790000000005,7.77228,Norway
57.99126999999999,6.801089999999999,Norway
59.42041999999999,6.35653,Norway
59.0616,6.38417,Norway
59.078480000000006,7.429889999999999,Norway
60.50365,11.36698,Norway
63.21408,14.00562,Sweden
62.66805,7.24304,Norway
62.67892,9.195269999999999,Norway
62.648509999999995,11.86805,Norway
62.858419999999995,8.80354,Norway
62.66805,16.75696,Sweden
59.26746,8.824589999999999,Norway
62.6724,7.633319999999999,Norway
59.26746,9.175410000000001,Norway
67.16515,15.2309,Norway
62.842,6.83982,Norway
62.83543,11.55251,Norway
59.25801,7.421639999999999,Norway
59.44611,8.470989999999999,Norway
59.215540000000004,6.0,Norway
59.241009999999996,6.370430000000001,Norway
59.26651999999999,9.52622,Norway
62.855140000000006,9.98223,Norway
58.52332,6.42438,Norway
59.6209,10.2408,Norway
59.58355,6.0,Norway
59.617059999999995,10.59517,Norway
59.44706,8.82366,Norway
58.188880000000005,8.4898,Norway
58.17077,6.790019999999999,Norway
58.54811,8.484589999999999,Norway
59.62376999999999,9.886339999999999,Norway
59.59216,6.0808599999999995,Norway
58.54903,9.17181,Norway
58.18435,7.80965,Norway
58.50771999999999,6.0,Norway
58.543519999999994,7.7975,Norway
58.90546,8.13212,Norway
59.08786,8.825510000000001,Norway
59.62376999999999,8.113660000000001,Norway
59.617059999999995,7.4048300000000005,Norway
59.612269999999995,7.050560000000001,Norway
59.599819999999994,6.34245,Norway
59.625690000000006,8.468169999999999,Norway
59.44706,9.17634,Norway
59.606519999999996,6.69643,Norway
59.42706999999999,6.708639999999999,Norway
62.857330000000005,8.410630000000001,Norway
59.62665,9.17728,Norway
59.77921,6.32819,Norway
59.606519999999996,12.69643,Sweden
58.87473000000001,6.11043,Norway
59.4442,8.118360000000001,Norway
59.437540000000006,10.58671,Norway
47.40246,8.867469999999999,Switzerland
47.21642,7.8114300000000005,Switzerland
43.06711,-4.8422,Spain
43.2471,-4.84762,Spain
43.24286,-5.09382,Spain
43.06289,-5.087680000000001,Spain
43.05815,-5.3331,Spain
43.047090000000004,-5.82374,Spain
42.88292,-6.9184,Spain
43.40683,41.84041,Russia
44.67738,6.60284,France
44.12622,5.87597,France
46.316720000000004,7.831060000000001,Switzerland
47.21337,7.54738,Switzerland
43.23279,41.58603,Georgia
46.12621,13.05848,Italy
45.40659,7.0833,France
45.57673,6.56485,France
47.74004,6.7324600000000006,France
45.59916,3.8975199999999997,France
45.42089,3.6390599999999997,France
45.4226,2.8721799999999997,France
45.06255,2.87299,France
44.70248,3.12622,France
45.39116,6.31734,France
47.200590000000005,6.755560000000001,France
42.35631,1.9072099999999998,Spain
46.46997,6.26478,Switzerland
43.412690000000005,41.59368,Russia
45.75079,5.69985,France
47.57625,13.80331,Austria
47.2225,14.867920000000002,Austria
42.1415,24.04683,Bulgaria
40.37839,38.41101,Turkey
40.55856,38.40943,Turkey
46.121520000000004,6.79979,France
46.46997,5.73522,France
47.39327,7.542439999999999,Switzerland
42.35991,2.3928599999999998,Spain
45.564659999999996,6.0892599999999995,France
47.01532,5.49981,France
45.5819,6.8209800000000005,France
49.9146,19.74646,Poland
44.52077,3.62914,France
43.974109999999996,7.62865,France
44.159040000000005,8.1246,Italy
43.97683,7.87793,Italy
47.21642,13.81143,Austria
47.03649,13.81543,Austria
48.48146,14.59406,Austria
49.01535,19.76919,Slovakia
47.020759999999996,6.76311,Switzerland
48.83549,19.77361,Slovakia
48.83226,19.501160000000002,Slovakia
46.856559999999995,16.18061,Slovenia
43.06289,-0.91232,France
42.8782,-0.6737,Spain
47.73446,12.46595,Germany
46.82952,12.24658,Italy
50.44658,4.83093,Belgium
48.8284,13.22877,Germany
40.71346,42.51398,Turkey
47.76174,8.599689999999999,Switzerland
46.682590000000005,8.86924,Switzerland
46.858959999999996,8.081710000000001,Switzerland
46.673629999999996,7.561910000000001,Switzerland
46.48124,11.21467,Italy
46.67662,10.176680000000001,Switzerland
46.673629999999996,10.438089999999999,Italy
46.316720000000004,10.16894,Italy
43.05815,-0.6669,France
42.88292,-0.9184,Spain
42.87297,-0.42905,France
42.51828,0.6871,Spain
44.8741,4.39256,France
45.78263,2.8713599999999997,France
42.68732,-0.19262,Spain
43.047090000000004,-0.17626,France
44.147,7.12453,France
42.69304,-0.43649,Spain
47.209720000000004,7.28338,Switzerland
43.07396,-4.35111,Spain
